Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,400.0,512.0,709.0,626.0,743.0,845.0,829.0,629.0,559.0,673.0,483.0,451.0
2027,450.0,510.0,709.0,626.0,758.0,868.0,851.0,658.0,701.0,596.0,500.0,599.0
