Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,40164.0,46966.0,98465.0,64890.0,85157.0,96793.0,93018.0,78763.0,65178.0,50326.0,38412.0,39581.0
2027,43429.0,51665.0,84804.0,63774.0,84896.0,96748.0,91606.0,78418.0,52325.0,66447.0,42542.0,42370.0
