Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,26859.0,31588.0,47559.0,36369.0,42260.0,49260.0,44823.0,38113.0,34687.0,28470.0,24662.0,26736.0
2027,27408.0,28488.0,45963.0,33660.0,41685.0,50058.0,43321.0,38405.0,29315.0,34574.0,27146.0,28957.0
