Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,28499.0,35826.0,47315.0,37196.0,49912.0,56171.0,52588.0,49403.0,42556.0,32190.0,25724.0,26918.0
2027,33063.0,38499.0,51819.0,35785.0,51500.0,57026.0,52238.0,47735.0,31680.0,41444.0,25919.0,26629.0
