Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,6616.0,6410.0,6771.0,5057.0,5516.0,6688.0,6884.0,6678.0,7094.0,8209.0,8342.0,8454.0
2027,5773.0,6433.0,6875.0,5270.0,5591.0,6686.0,6416.0,6337.0,7437.0,7108.0,7960.0,8238.0
