Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,33338.0,39375.0,58637.0,45916.0,57008.0,67262.0,60642.0,51268.0,46657.0,39273.0,34436.0,36470.0
2027,38354.0,40238.0,61695.0,44340.0,58139.0,68655.0,59862.0,52167.0,47517.0,41293.0,37025.0,37753.0
