Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,10912.0,13873.0,20078.0,14936.0,17951.0,19896.0,19635.0,16824.0,15874.0,16003.0,14400.0,15099.0
2027,15308.0,16749.0,19981.0,15818.0,18269.0,21260.0,20414.0,17093.0,16930.0,18204.0,13928.0,15091.0
