Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,46289.0,57774.0,77912.0,61567.0,79388.0,90277.0,85449.0,77821.0,68656.0,56796.0,47358.0,50443.0
2027,58214.0,65201.0,84444.0,59863.0,80414.0,92223.0,84581.0,75611.0,69418.0,57138.0,47397.0,49614.0
