Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,2625.0,3524.0,4886.0,4684.0,6201.0,7194.0,6578.0,5580.0,4583.0,3748.0,2577.0,3300.0
2027,3654.0,4443.0,5762.0,4494.0,6009.0,7069.0,6634.0,5150.0,3350.0,4045.0,2751.0,3454.0
