Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,6023.0,7226.0,9257.0,8456.0,10123.0,12357.0,11456.0,10121.0,9045.0,7569.0,6234.0,7355.0
2027,8568.0,8858.0,11255.0,7256.0,9458.0,11988.0,10256.0,9456.0,7423.0,8568.0,6588.0,6859.0
