Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,277.0,373.0,407.0,399.0,431.0,461.0,573.0,471.0,394.0,304.0,455.0,315.0
2027,318.0,407.0,407.0,457.0,475.0,517.0,627.0,531.0,345.0,451.0,543.0,454.0
