Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,466.0,473.0,673.0,615.0,832.0,963.0,939.0,822.0,704.0,687.0,649.0,701.0
2027,692.0,678.0,832.0,621.0,740.0,984.0,903.0,763.0,685.0,706.0,655.0,706.0
