Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,42639.0,50336.0,103183.0,69403.0,91164.0,103841.0,99429.0,84215.0,69546.0,53904.0,40794.0,42716.0
2027,46867.0,55961.0,90408.0,68167.0,90752.0,103675.0,98137.0,83432.0,70318.0,55537.0,45162.0,45671.0
