Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,2674.0,2479.0,3087.0,2631.0,3296.0,4092.0,3858.0,3732.0,3295.0,2992.0,2870.0,2581.0
2027,2166.0,2222.0,2717.0,2658.0,3317.0,4151.0,3768.0,3488.0,2708.0,3186.0,2659.0,2507.0
