Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,121.0,111.0,149.0,127.0,179.0,192.0,179.0,171.0,156.0,109.0,96.0,86.0
2027,134.0,126.0,168.0,141.0,180.0,183.0,196.0,163.0,123.0,151.0,127.0,114.0
