Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,6589.0,7986.0,11253.0,9660.0,14971.0,18217.0,15968.0,13367.0,12145.0,11002.0,9969.0,9911.0
2027,11046.0,11970.0,15861.0,10849.0,16656.0,18791.0,16701.0,13902.0,12116.0,13112.0,9998.0,8966.0
