Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2026,777.0,1084.0,1620.0,1256.0,1658.0,1850.0,1657.0,1755.0,1805.0,1277.0,1221.0,1102.0
2027,936.0,1206.0,1879.0,1307.0,1720.0,1905.0,1713.0,1812.0,1329.0,1855.0,1268.0,1494.0
